hi_score,hc_score,di_score,dc_score,target_quadrant
12,12,20,21,Distributed-Collective
9,20,10,21,Distributed-Collective
8,18,5,21,Hierarchical-Individual
20,12,16,17,Distributed-Collective
18,20,6,17,Distributed-Collective
17,18,5,17,Hierarchical-Individual
20,15,22,17,Hierarchical-Individual
19,12,17,17,Distributed-Individual
18,23,17,17,Distributed-Collective
20,15,13,8,Hierarchical-Individual
19,12,8,8,Distributed-Individual
18,23,8,8,Distributed-Collective
11,15,18,17,Hierarchical-Individual
11,12,12,17,Distributed-Individual
9,23,12,17,Distributed-Collective
20,15,18,12,Hierarchical-Individual
19,12,12,12,Distributed-Individual
18,23,12,12,Distributed-Collective
11,15,18,21,Hierarchical-Individual
11,12,12,21,Distributed-Individual
9,23,12,21,Distributed-Collective
11,15,22,21,Hierarchical-Individual
11,12,17,21,Distributed-Individual
9,23,17,21,Distributed-Collective
11,15,22,21,Hierarchical-Individual
11,12,17,21,Distributed-Individual
9,23,17,21,Distributed-Collective
20,15,22,12,Hierarchical-Individual
19,12,17,12,Distributed-Individual
18,23,17,12,Distributed-Collective
12,14,9,8,Distributed-Collective
11,16,9,17,Hierarchical-Individual
8,21,8,8,Hierarchical-Collective
20,14,13,8,Distributed-Collective
20,16,13,17,Hierarchical-Individual
17,21,12,8,Hierarchical-Collective
12,14,18,12,Distributed-Collective
11,16,17,21,Hierarchical-Individual
8,21,16,12,Hierarchical-Collective
12,14,18,8,Distributed-Collective
11,16,17,17,Hierarchical-Individual
8,21,16,8,Hierarchical-Collective
9,12,16,12,Hierarchical-Individual
13,22,6,12,Distributed-Individual
9,20,8,21,Distributed-Individual
9,12,24,12,Hierarchical-Individual
13,22,14,12,Distributed-Individual
9,20,17,21,Distributed-Individual
10,23,7,17,Distributed-Collective
11,22,12,17,Hierarchical-Collective
11,14,14,17,Distributed-Collective
8,21,6,8,Hierarchical-Individual
10,23,7,17,Distributed-Collective
11,22,12,17,Hierarchical-Collective
11,14,14,17,Distributed-Collective
8,21,6,8,Hierarchical-Individual
10,23,5,21,Distributed-Collective
11,22,8,21,Hierarchical-Collective
11,14,10,21,Distributed-Collective
8,21,5,12,Hierarchical-Individual
10,23,5,25,Distributed-Collective
11,22,8,25,Hierarchical-Collective
11,14,10,25,Distributed-Collective
8,21,5,17,Hierarchical-Individual
9,22,6,21,Distributed-Collective
11,24,8,21,Distributed-Individual
7,14,12,12,Hierarchical-Individual
8,23,8,12,Distributed-Collective
10,13,20,12,Distributed-Collective
9,22,10,17,Distributed-Collective
11,24,12,17,Distributed-Individual
7,14,17,8,Hierarchical-Individual
8,23,12,8,Distributed-Collective
10,13,25,8,Distributed-Collective
9,22,5,17,Distributed-Collective
11,24,5,17,Distributed-Individual
7,14,8,8,Hierarchical-Individual
8,23,5,8,Distributed-Collective
10,13,16,8,Distributed-Collective
9,22,5,21,Distributed-Collective
11,24,5,21,Distributed-Individual
7,14,8,12,Hierarchical-Individual
8,23,5,12,Distributed-Collective
10,13,16,12,Distributed-Collective
9,22,6,21,Distributed-Collective
11,24,8,21,Distributed-Individual
7,14,12,12,Hierarchical-Individual
8,23,8,12,Distributed-Collective
10,13,20,12,Distributed-Collective
14,21,5,12,Distributed-Collective
14,12,20,12,Distributed-Collective
14,21,5,12,Distributed-Collective
14,12,16,12,Distributed-Collective
14,21,9,12,Distributed-Collective
14,12,24,12,Distributed-Collective
14,21,5,12,Distributed-Collective
14,12,20,12,Distributed-Collective
6,21,5,17,Distributed-Collective
6,12,16,17,Distributed-Collective
21,19,7,8,Hierarchical-Collective
20,21,10,8,Hierarchical-Individual
19,21,12,8,Hierarchical-Collective
17,18,10,5,Distributed-Individual
12,19,11,21,Hierarchical-Collective
12,21,14,21,Hierarchical-Individual
10,21,17,21,Hierarchical-Collective
8,18,15,12,Distributed-Individual
12,19,7,21,Hierarchical-Collective
12,21,10,21,Hierarchical-Individual
10,21,12,21,Hierarchical-Collective
8,18,10,12,Distributed-Individual
21,19,11,8,Hierarchical-Collective
20,21,14,8,Hierarchical-Individual
19,21,17,8,Hierarchical-Collective
17,18,15,5,Distributed-Individual
12,19,7,25,Hierarchical-Collective
12,21,10,25,Hierarchical-Individual
10,21,12,25,Hierarchical-Collective
8,18,10,17,Distributed-Individual
21,19,7,12,Hierarchical-Collective
20,21,10,12,Hierarchical-Individual
19,21,12,12,Hierarchical-Collective
17,18,10,5,Distributed-Individual
12,19,7,21,Hierarchical-Collective
12,21,10,21,Hierarchical-Individual
10,21,12,21,Hierarchical-Collective
8,18,10,12,Distributed-Individual
11,22,10,17,Hierarchical-Collective
9,21,6,17,Distributed-Collective
12,11,15,17,Hierarchical-Individual
11,22,14,25,Hierarchical-Collective
9,21,10,25,Distributed-Collective
12,11,19,25,Hierarchical-Individual
19,22,10,8,Hierarchical-Collective
17,21,6,8,Distributed-Collective
20,11,15,8,Hierarchical-Individual
11,22,6,17,Hierarchical-Collective
9,21,5,17,Distributed-Collective
12,11,10,17,Hierarchical-Individual
19,22,6,12,Hierarchical-Collective
17,21,5,12,Distributed-Collective
20,11,10,12,Hierarchical-Individual
19,20,8,8,Hierarchical-Individual
19,20,8,8,Hierarchical-Individual
10,20,8,17,Hierarchical-Individual
19,20,12,5,Hierarchical-Individual
10,20,5,12,Hierarchical-Individual
19,20,5,5,Hierarchical-Individual
10,20,8,8,Hierarchical-Individual
19,20,5,8,Hierarchical-Individual
18,13,17,17,Distributed-Individual
19,15,21,8,Hierarchical-Collective
18,13,17,8,Distributed-Individual
19,15,21,5,Hierarchical-Collective
10,13,13,21,Distributed-Individual
10,15,17,12,Hierarchical-Collective
18,13,17,12,Distributed-Individual
19,15,21,5,Hierarchical-Collective
18,13,17,8,Distributed-Individual
19,15,21,5,Hierarchical-Collective
10,13,13,25,Distributed-Individual
10,15,17,17,Hierarchical-Collective
9,21,10,12,Hierarchical-Individual
9,21,10,8,Hierarchical-Individual
9,21,15,12,Hierarchical-Individual
9,21,10,12,Hierarchical-Individual
17,21,6,8,Hierarchical-Individual
9,21,15,12,Hierarchical-Individual
17,21,15,5,Hierarchical-Individual
20,24,5,8,Hierarchical-Collective
11,24,5,8,Hierarchical-Collective
20,24,5,5,Hierarchical-Collective
11,24,5,8,Hierarchical-Collective
11,22,5,8,Distributed-Individual
10,24,5,17,Hierarchical-Collective
11,24,5,8,Distributed-Collective
11,22,9,12,Distributed-Individual
10,24,9,21,Hierarchical-Collective
11,24,11,12,Distributed-Collective
11,22,5,17,Distributed-Individual
10,24,5,25,Hierarchical-Collective
11,24,7,17,Distributed-Collective
19,22,5,5,Distributed-Individual
19,24,5,8,Hierarchical-Collective
19,24,7,5,Distributed-Collective
11,22,9,12,Distributed-Individual
10,24,9,21,Hierarchical-Collective
11,24,11,12,Distributed-Collective
22,14,15,12,Hierarchical-Individual
8,12,23,25,Hierarchical-Collective
8,12,19,25,Hierarchical-Collective
16,12,19,12,Hierarchical-Collective
12,20,12,17,Hierarchical-Individual
21,20,12,5,Hierarchical-Individual
21,20,12,5,Hierarchical-Individual
12,20,12,12,Hierarchical-Individual
8,11,18,12,Hierarchical-Collective
8,11,18,8,Hierarchical-Collective
8,11,18,17,Hierarchical-Collective
8,11,22,8,Hierarchical-Collective
16,11,18,5,Hierarchical-Collective
16,11,18,5,Hierarchical-Collective
8,11,14,17,Hierarchical-Collective
16,11,22,8,Hierarchical-Collective
8,11,14,12,Hierarchical-Collective
8,11,22,12,Hierarchical-Collective
9,13,18,21,Distributed-Individual
9,20,10,12,Hierarchical-Collective
7,21,8,12,Hierarchical-Collective
9,13,14,17,Distributed-Individual
9,20,6,8,Hierarchical-Collective
7,21,5,8,Hierarchical-Collective
16,19,10,5,Hierarchical-Collective
8,19,14,8,Hierarchical-Collective
16,19,5,5,Hierarchical-Collective
8,19,10,17,Hierarchical-Collective
8,19,5,12,Hierarchical-Collective
8,19,5,8,Hierarchical-Collective
16,19,10,5,Hierarchical-Collective
8,19,10,12,Hierarchical-Collective
8,19,10,12,Hierarchical-Collective
9,21,15,25,Hierarchical-Collective
11,13,19,25,Distributed-Collective
17,21,10,12,Hierarchical-Collective
19,13,15,12,Distributed-Collective
17,21,6,17,Hierarchical-Collective
19,13,10,17,Distributed-Collective
17,21,10,17,Hierarchical-Collective
19,13,15,17,Distributed-Collective
9,21,10,17,Hierarchical-Collective
11,13,15,17,Distributed-Collective
9,21,10,21,Hierarchical-Collective
11,13,15,21,Distributed-Collective
9,21,15,25,Hierarchical-Collective
11,13,19,25,Distributed-Collective
9,21,6,25,Hierarchical-Collective
11,13,10,25,Distributed-Collective
17,21,10,17,Hierarchical-Collective
19,13,15,17,Distributed-Collective
17,21,10,12,Hierarchical-Collective
19,13,15,12,Distributed-Collective
9,21,10,17,Hierarchical-Collective
11,13,15,17,Distributed-Collective
9,21,15,21,Hierarchical-Collective
11,13,19,21,Distributed-Collective
9,21,15,25,Hierarchical-Collective
11,13,19,25,Distributed-Collective
12,15,18,17,Hierarchical-Collective
20,22,9,12,Hierarchical-Individual
12,22,13,21,Hierarchical-Individual
20,22,13,8,Hierarchical-Individual
20,22,5,12,Hierarchical-Individual
20,22,9,8,Hierarchical-Individual
20,22,9,12,Hierarchical-Individual
10,21,14,12,Hierarchical-Individual
12,13,20,21,Hierarchical-Collective
19,21,10,5,Hierarchical-Individual
20,13,16,8,Hierarchical-Collective
10,21,10,12,Hierarchical-Individual
12,13,16,21,Hierarchical-Collective
10,21,14,12,Hierarchical-Individual
12,13,20,21,Hierarchical-Collective
16,21,12,8,Distributed-Collective
19,12,17,17,Distributed-Collective
16,21,8,8,Distributed-Collective
19,12,13,17,Distributed-Collective
8,21,8,8,Distributed-Collective
10,12,13,17,Distributed-Collective
8,21,8,12,Distributed-Collective
10,12,13,21,Distributed-Collective
16,12,20,5,Distributed-Collective
16,21,10,12,Distributed-Individual
17,12,18,12,Hierarchical-Collective
18,14,12,12,Hierarchical-Collective
18,14,18,12,Hierarchical-Individual
17,15,17,12,Hierarchical-Collective
16,12,20,5,Distributed-Collective
16,21,10,12,Distributed-Individual
17,12,18,12,Hierarchical-Collective
18,14,12,12,Hierarchical-Collective
18,14,18,12,Hierarchical-Individual
17,15,17,12,Hierarchical-Collective
8,12,20,12,Distributed-Collective
7,21,10,21,Distributed-Individual
9,12,18,21,Hierarchical-Collective
10,14,12,21,Hierarchical-Collective
9,14,18,21,Hierarchical-Individual
8,15,17,21,Hierarchical-Collective
16,12,20,5,Distributed-Collective
16,21,10,8,Distributed-Individual
17,12,18,8,Hierarchical-Collective
18,14,12,8,Hierarchical-Collective
18,14,18,8,Hierarchical-Individual
17,15,17,8,Hierarchical-Collective
9,21,10,12,Hierarchical-Collective
10,23,9,21,Hierarchical-Collective
11,21,13,21,Distributed-Collective
17,21,10,5,Hierarchical-Collective
19,23,9,12,Hierarchical-Collective
19,21,13,12,Distributed-Collective
17,21,5,5,Hierarchical-Collective
19,23,5,12,Hierarchical-Collective
19,21,9,12,Distributed-Collective
9,12,22,17,Hierarchical-Individual
11,22,15,17,Hierarchical-Collective
9,12,18,21,Hierarchical-Individual
11,22,10,21,Hierarchical-Collective
9,12,22,21,Hierarchical-Individual
11,22,15,21,Hierarchical-Collective
9,12,22,21,Hierarchical-Individual
11,22,15,21,Hierarchical-Collective
18,12,18,17,Hierarchical-Individual
19,22,10,17,Hierarchical-Collective
18,19,7,17,Distributed-Collective
17,10,16,17,Distributed-Collective
21,19,10,17,Hierarchical-Individual
21,22,10,17,Distributed-Collective
18,19,11,12,Distributed-Collective
17,10,20,12,Distributed-Collective
21,19,14,12,Hierarchical-Individual
21,22,15,12,Distributed-Collective
18,19,7,12,Distributed-Collective
17,10,16,12,Distributed-Collective
21,19,10,12,Hierarchical-Individual
21,22,10,12,Distributed-Collective
7,21,5,21,Hierarchical-Individual
7,21,10,21,Hierarchical-Individual
7,21,5,21,Hierarchical-Individual
7,21,10,21,Hierarchical-Individual
16,21,5,12,Hierarchical-Individual
16,21,5,12,Hierarchical-Individual
7,21,5,25,Hierarchical-Individual
16,21,10,12,Hierarchical-Individual
7,21,5,17,Hierarchical-Individual
16,21,10,17,Hierarchical-Individual
11,20,11,25,Distributed-Collective
10,15,20,25,Distributed-Collective
13,14,19,25,Hierarchical-Individual
13,14,22,25,Distributed-Individual
9,14,21,25,Distributed-Collective
13,23,10,17,Hierarchical-Collective
11,20,11,25,Distributed-Collective
10,15,20,25,Distributed-Collective
13,14,19,25,Hierarchical-Individual
13,14,22,25,Distributed-Individual
9,14,21,25,Distributed-Collective
13,23,10,17,Hierarchical-Collective
11,20,5,25,Distributed-Collective
10,15,11,25,Distributed-Collective
13,14,10,25,Hierarchical-Individual
13,14,14,25,Distributed-Individual
9,14,13,25,Distributed-Collective
13,23,5,17,Hierarchical-Collective
15,15,20,8,Hierarchical-Individual
19,21,10,8,Distributed-Collective
17,23,9,8,Hierarchical-Collective
15,15,20,12,Hierarchical-Individual
19,21,10,12,Distributed-Collective
17,23,9,12,Hierarchical-Collective
7,15,20,25,Hierarchical-Individual
10,21,10,25,Distributed-Collective
9,23,9,25,Hierarchical-Collective
7,15,20,21,Hierarchical-Individual
10,21,10,21,Distributed-Collective
9,23,9,21,Hierarchical-Collective
15,15,20,8,Hierarchical-Individual
19,21,10,8,Distributed-Collective
17,23,9,8,Hierarchical-Collective
9,19,16,21,Distributed-Collective
9,19,12,25,Distributed-Collective
9,19,8,21,Distributed-Collective
9,19,12,17,Distributed-Collective
17,13,21,12,Hierarchical-Individual
16,23,11,12,Hierarchical-Collective
16,14,21,12,Distributed-Collective
19,14,15,5,Distributed-Collective
9,13,21,17,Hierarchical-Individual
8,23,11,17,Hierarchical-Collective
8,14,21,17,Distributed-Collective
10,14,15,8,Distributed-Collective
11,14,15,21,Hierarchical-Individual
20,14,11,12,Hierarchical-Individual
20,14,15,8,Hierarchical-Individual
20,14,15,12,Hierarchical-Individual
11,14,15,21,Hierarchical-Individual
11,14,11,21,Hierarchical-Individual
20,14,19,12,Hierarchical-Individual
8,14,15,17,Hierarchical-Individual
10,13,15,17,Hierarchical-Individual
7,21,8,17,Distributed-Individual
8,14,15,21,Hierarchical-Individual
10,13,15,21,Hierarchical-Individual
7,21,8,21,Distributed-Individual
17,21,12,8,Hierarchical-Individual
18,19,10,8,Hierarchical-Individual
17,21,12,8,Hierarchical-Individual
18,19,10,8,Hierarchical-Individual
9,21,8,21,Hierarchical-Individual
10,19,6,21,Hierarchical-Individual
17,21,8,8,Hierarchical-Individual
18,19,6,8,Hierarchical-Individual
17,21,12,8,Hierarchical-Individual
18,19,10,8,Hierarchical-Individual
18,19,5,5,Distributed-Individual
18,20,5,5,Hierarchical-Individual
9,19,10,8,Distributed-Individual
10,20,5,8,Hierarchical-Individual
9,19,10,12,Distributed-Individual
10,20,5,12,Hierarchical-Individual
9,19,10,8,Distributed-Individual
10,20,5,8,Hierarchical-Individual
8,11,16,21,Hierarchical-Individual
10,22,5,12,Distributed-Individual
8,11,20,21,Hierarchical-Individual
10,22,8,12,Distributed-Individual
8,11,16,21,Hierarchical-Individual
10,22,5,12,Distributed-Individual
17,11,16,8,Hierarchical-Individual
18,22,5,5,Distributed-Individual
17,11,20,8,Hierarchical-Individual
18,22,8,5,Distributed-Individual
8,11,20,21,Hierarchical-Individual
10,22,8,12,Distributed-Individual
17,11,12,12,Hierarchical-Individual
18,22,5,5,Distributed-Individual
15,14,20,12,Hierarchical-Individual
7,14,24,17,Hierarchical-Individual
15,14,20,8,Hierarchical-Individual
15,14,20,8,Hierarchical-Individual
15,14,20,12,Hierarchical-Individual
15,14,20,12,Hierarchical-Individual
15,14,24,12,Hierarchical-Individual
13,21,13,17,Distributed-Individual
11,21,10,8,Hierarchical-Individual
12,21,15,8,Distributed-Collective
18,14,22,8,Hierarchical-Collective
18,14,22,12,Hierarchical-Collective
10,14,22,25,Hierarchical-Collective
10,14,22,17,Hierarchical-Collective
10,14,18,21,Hierarchical-Collective
10,14,18,25,Hierarchical-Collective
18,14,18,12,Hierarchical-Collective
10,14,14,17,Hierarchical-Collective
18,14,22,17,Hierarchical-Collective
18,14,22,12,Hierarchical-Collective
9,15,14,21,Distributed-Collective
12,13,17,21,Hierarchical-Individual
10,15,19,21,Hierarchical-Individual
10,21,11,21,Distributed-Individual
18,15,14,12,Distributed-Collective
20,13,17,12,Hierarchical-Individual
19,15,19,12,Hierarchical-Individual
18,21,11,12,Distributed-Individual
18,15,14,12,Distributed-Collective
20,13,17,12,Hierarchical-Individual
19,15,19,12,Hierarchical-Individual
18,21,11,12,Distributed-Individual
19,12,11,8,Distributed-Collective
17,21,8,8,Hierarchical-Collective
20,23,5,17,Distributed-Individual
11,12,11,8,Distributed-Collective
9,21,8,8,Hierarchical-Collective
12,23,5,17,Distributed-Individual
19,12,19,5,Distributed-Collective
17,21,16,5,Hierarchical-Collective
20,23,10,8,Distributed-Individual
19,12,15,5,Distributed-Collective
17,21,12,5,Hierarchical-Collective
20,23,6,12,Distributed-Individual
19,12,11,5,Distributed-Collective
17,21,8,5,Hierarchical-Collective
20,23,5,8,Distributed-Individual
11,12,15,12,Distributed-Collective
9,21,12,12,Hierarchical-Collective
12,23,6,21,Distributed-Individual
11,12,15,12,Distributed-Collective
9,21,12,12,Hierarchical-Collective
12,23,6,21,Distributed-Individual
11,12,19,8,Distributed-Collective
9,21,16,8,Hierarchical-Collective
12,23,10,17,Distributed-Individual
19,12,15,8,Distributed-Collective
17,21,12,8,Hierarchical-Collective
20,23,6,17,Distributed-Individual
15,15,12,12,Distributed-Collective
16,22,12,5,Hierarchical-Individual
14,24,12,12,Hierarchical-Collective
16,22,5,12,Distributed-Individual
19,21,7,12,Distributed-Collective
15,15,12,8,Distributed-Collective
16,22,12,5,Hierarchical-Individual
14,24,12,8,Hierarchical-Collective
16,22,5,8,Distributed-Individual
19,21,7,8,Distributed-Collective
7,15,17,25,Distributed-Collective
8,22,16,17,Hierarchical-Individual
6,24,16,25,Hierarchical-Collective
8,22,9,25,Distributed-Individual
11,21,11,25,Distributed-Collective
18,23,10,8,Distributed-Individual
18,21,12,8,Hierarchical-Collective
9,23,15,12,Distributed-Individual
9,21,16,12,Hierarchical-Collective
9,23,15,8,Distributed-Individual
9,21,16,8,Hierarchical-Collective
18,23,6,5,Distributed-Individual
18,21,8,5,Hierarchical-Collective
9,23,10,12,Distributed-Individual
9,21,12,12,Hierarchical-Collective
9,23,10,12,Distributed-Individual
9,21,12,12,Hierarchical-Collective
9,23,10,8,Distributed-Individual
9,21,12,8,Hierarchical-Collective
9,23,15,12,Distributed-Individual
9,21,16,12,Hierarchical-Collective
21,9,19,17,Distributed-Collective
21,9,15,17,Distributed-Collective
16,13,12,12,Distributed-Collective
18,21,5,12,Hierarchical-Collective
16,24,8,12,Distributed-Individual
20,23,6,12,Distributed-Individual
20,24,6,12,Hierarchical-Collective
16,24,8,12,Distributed-Individual
20,23,6,12,Distributed-Individual
